n,sigma_minus_n,factorization
3570,2.9042,"2 × 3 × 5 × 7 × 17"
3571,1.00028,"3571"
3572,1.8813,"2^2 × 19 × 47"
3573,1.44808,"3^2 × 397"
3574,1.50084,"2 × 1787"
3575,1.45678,"5^2 × 11 × 13"
3576,2.51678,"2^3 × 3 × 149"
3577,1.1792,"7^2 × 73"
3578,1.50084,"2 × 1789"
3579,1.33445,"3 × 1193"
3580,2.11173,"2^2 × 5 × 179"
3581,1.00028,"3581"
3582,2.17755,"2 × 3^2 × 199"
3583,1.00028,"3583"
3584,2.28348,"2^9 × 7"
3585,1.60669,"3 × 5 × 239"
3586,1.6464,"2 × 11 × 163"
3587,1.06384,"17 × 211"
3588,2.62207,"2^2 × 3 × 13 × 23"
3589,1.03761,"37 × 97"
3590,1.80501,"2 × 5 × 359"
3591,1.78223,"3^3 × 7 × 19"
3592,1.87918,"2^3 × 449"
3593,1.00028,"3593"
3594,2.00334,"2 × 3 × 599"
3595,1.20167,"5 × 719"
3596,1.86874,"2^2 × 29 × 31"
3597,1.46789,"3 × 11 × 109"
3598,1.72096,"2 × 7 × 257"
3599,1.03362,"59 × 61"
3600,3.47028,"2^4 × 3^2 × 5^2"
3601,1.08081,"13 × 277"
3602,1.50083,"2 × 1801"
3603,1.33444,"3 × 1201"
3604,1.8879,"2^2 × 17 × 53"
3605,1.38474,"5 × 7 × 103"
3606,2.00333,"2 × 3 × 601"
3607,1.00028,"3607"
3608,2.09534,"2^3 × 11 × 41"
3609,1.44805,"3^2 × 401"
3610,1.89972,"2 × 5 × 19^2"
3611,1.05012,"23 × 157"
3612,2.72868,"2^2 × 3 × 7 × 43"
3613,1.00028,"3613"
3614,1.62701,"2 × 13 × 139"
3615,1.60664,"3 × 5 × 241"
3616,1.98617,"2^5 × 113"
3617,1.00028,"3617"
3618,2.25539,"2 × 3^3 × 67"
3619,1.27328,"7 × 11 × 47"
3620,2.1116,"2^2 × 5 × 181"
3621,1.43165,"3 × 17 × 71"
3622,1.50083,"2 × 1811"
3623,1.00028,"3623"
3624,2.51656,"2^3 × 3 × 151"
3625,1.29103,"5^3 × 29"
3626,1.79206,"2 × 7^2 × 37"
3627,1.60573,"3^2 × 13 × 31"
3628,1.75193,"2^2 × 907"
3629,1.05814,"19 × 191"
3630,2.63802,"2 × 3 × 5 × 11^2"
3631,1.00028,"3631"
3632,1.94604,"2^4 × 227"
3633,1.53262,"3 × 7 × 173"
3634,1.58503,"2 × 23 × 79"
3635,1.20165,"5 × 727"
3636,2.55281,"2^2 × 3^2 × 101"
3637,1.00027,"3637"
3638,1.60308,"2 × 17 × 107"
3639,1.33443,"3 × 1213"
3640,2.76923,"2^3 × 5 × 7 × 13"
3641,1.0942,"11 × 331"
3642,2.00329,"2 × 3 × 607"
3643,1.00027,"3643"
3644,1.75192,"2^2 × 911"
3645,1.79918,"3^6 × 5"
3646,1.50082,"2 × 1823"
3647,1.14505,"7 × 521"
3648,2.78509,"2^6 × 3 × 19"
3649,1.0359,"41 × 89"
3650,1.88548,"2 × 5^2 × 73"
3651,1.33443,"3 × 1217"
3652,1.93209,"2^2 × 11 × 83"
3653,1.08076,"13 × 281"
3654,2.56158,"2 × 3^2 × 7 × 29"
3655,1.30014,"5 × 17 × 43"
3656,1.8791,"2^3 × 457"
3657,1.41756,"3 × 23 × 53"
3658,1.57463,"2 × 31 × 59"
3659,1.00027,"3659"
3660,2.8459,"2^2 × 3 × 5 × 61"
3661,1.14504,"7 × 523"
3662,1.50082,"2 × 1831"
3663,1.61835,"3^2 × 11 × 37"
3664,1.94596,"2^4 × 229"
3665,1.20164,"5 × 733"
3666,2.19967,"2 × 3 × 13 × 47"
3667,1.05809,"19 × 193"
3668,2.01527,"2^2 × 7 × 131"
3669,1.33442,"3 × 1223"
3670,1.8049,"2 × 5 × 367"
3671,1.00027,"3671"
3672,2.94118,"2^3 × 3^3 × 17"
3673,1.00027,"3673"
3674,1.64616,"2 × 11 × 167"
3675,1.92327,"3 × 5^2 × 7^2"
3676,1.7519,"2^2 × 919"
3677,1.00027,"3677"
3678,2.00326,"2 × 3 × 613"
3679,1.08073,"13 × 283"
3680,2.46522,"2^5 × 5 × 23"
3681,1.44798,"3^2 × 409"
3682,1.7208,"2 × 7 × 263"
3683,1.04263,"29 × 127"
3684,2.34093,"2^2 × 3 × 307"
3685,1.32863,"5 × 11 × 67"
3686,1.59523,"2 × 19 × 97"
3687,1.33442,"3 × 1229"
3688,1.87907,"2^3 × 461"
3689,1.24912,"7 × 17 × 31"
3690,2.66341,"2 × 3^2 × 5 × 41"
3691,1.00027,"3691"
3692,1.91116,"2^2 × 13 × 71"
3693,1.33442,"3 × 1231"
3694,1.50081,"2 × 1847"
3695,1.20162,"5 × 739"
3696,3.22078,"2^4 × 3 × 7 × 11"
3697,1.00027,"3697"
3698,1.53569,"2 × 43^2"
3699,1.4923,"3^3 × 137"
3700,2.22865,"2^2 × 5^2 × 37"
3701,1.00027,"3701"
3702,2.00324,"2 × 3 × 617"
3703,1.19471,"7 × 23^2"
3704,1.87905,"2^3 × 463"
3705,1.81377,"3 × 5 × 13 × 19"
3706,1.60281,"2 × 17 × 109"
3707,1.09415,"11 × 337"
3708,2.55232,"2^2 × 3^2 × 103"
3709,1.00027,"3709"
3710,2.09596,"2 × 5 × 7 × 53"
3711,1.33441,"3 × 1237"
3712,2.06088,"2^7 × 29"
3713,1.0342,"47 × 79"
3714,2.00323,"2 × 3 × 619"
3715,1.20162,"5 × 743"
3716,1.75188,"2^2 × 929"
3717,1.67877,"3^2 × 7 × 59"
3718,1.77192,"2 × 11 × 13^2"
3719,1.00027,"3719"
3720,3.09677,"2^3 × 3 × 5 × 31"
3721,1.01666,"61^2"
3722,1.50081,"2 × 1861"
3723,1.4311,"3 × 17 × 73"
3724,2.14286,"2^2 × 7^2 × 19"
3725,1.24832,"5^2 × 149"
3726,2.33816,"2 × 3^4 × 23"
3727,1.00027,"3727"
3728,1.94582,"2^4 × 233"
3729,1.46742,"3 × 11 × 113"
3730,1.80483,"2 × 5 × 373"
3731,1.26079,"7 × 13 × 41"
3732,2.34084,"2^2 × 3 × 311"
3733,1.00027,"3733"
3734,1.5008,"2 × 1867"
3735,1.75422,"3^2 × 5 × 83"
3736,1.87901,"2^3 × 467"
3737,1.0372,"37 × 101"
3738,2.3114,"2 × 3 × 7 × 89"
3739,1.00027,"3739"
3740,2.42567,"2^2 × 5 × 11 × 17"
3741,1.41139,"3 × 29 × 43"
3742,1.5008,"2 × 1871"
3743,1.05797,"19 × 197"
3744,3.0625,"2^5 × 3^2 × 13"
3745,1.38425,"5 × 7 × 107"
3746,1.5008,"2 × 1873"
3747,1.3344,"3 × 1249"
3748,1.75187,"2^2 × 937"
3749,1.04988,"23 × 163"
3750,2.4992,"2 × 3 × 5^4"
3751,1.13463,"11^2 × 31"
3752,2.17484,"2^3 × 7 × 67"
3753,1.49214,"3^3 × 139"
3754,1.5008,"2 × 1877"
3755,1.2016,"5 × 751"
3756,2.34079,"2^2 × 3 × 313"
3757,1.144,"13 × 17^2"
3758,1.5008,"2 × 1879"
3759,1.53232,"3 × 7 × 179"
3760,2.37447,"2^4 × 5 × 47"
3761,1.00027,"3761"
3762,2.48804,"2 × 3^2 × 11 × 19"
3763,1.03322,"53 × 71"
3764,1.75186,"2^2 × 941"
3765,1.60637,"3 × 5 × 251"
3766,1.72066,"2 × 7 × 269"
3767,1.00027,"3767"
3768,2.51592,"2^3 × 3 × 157"
3769,1.00027,"3769"
3770,2.00531,"2 × 5 × 13 × 29"
3771,1.44789,"3^2 × 419"
3772,1.87063,"2^2 × 23 × 41"
3773,1.2722,"7^3 × 11"
3774,2.17488,"2 × 3 × 17 × 37"
3775,1.24821,"5^2 × 151"
3776,2.01801,"2^6 × 59"
3777,1.33439,"3 × 1259"
3778,1.50079,"2 × 1889"
3779,1.00026,"3779"
3780,3.55556,"2^2 × 3^3 × 5 × 7"
3781,1.05792,"19 × 199"
3782,1.57377,"2 × 31 × 61"
3783,1.4507,"3 × 13 × 97"
3784,2.09302,"2^3 × 11 × 43"
3785,1.20159,"5 × 757"
3786,2.00317,"2 × 3 × 631"
3787,1.14497,"7 × 541"
3788,1.75185,"2^2 × 947"
3789,1.44788,"3^2 × 421"
3790,1.80475,"2 × 5 × 379"
3791,1.06357,"17 × 223"
3792,2.61603,"2^4 × 3 × 79"
3793,1.00026,"3793"
3794,1.72061,"2 × 7 × 271"
3795,1.82134,"3 × 5 × 11 × 23"
3796,1.91043,"2^2 × 13 × 73"
3797,1.00026,"3797"
3798,2.17694,"2 × 3^2 × 211"
3799,1.04238,"29 × 131"
3800,2.44737,"2^3 × 5^2 × 19"
3801,1.53223,"3 × 7 × 181"
3802,1.50079,"2 × 1901"
3803,1.00026,"3803"
3804,2.34069,"2^2 × 3 × 317"
3805,1.20158,"5 × 761"
3806,1.64582,"2 × 11 × 173"
3807,1.52561,"3^4 × 47"
3808,2.38235,"2^5 × 7 × 17"
3809,1.0806,"13 × 293"
3810,2.4189,"2 × 3 × 5 × 127"
3811,1.037,"37 × 103"
3812,1.75184,"2^2 × 953"
3813,1.40991,"3 × 31 × 41"
3814,1.50079,"2 × 1907"
3815,1.38401,"5 × 7 × 109"
3816,2.75943,"2^3 × 3^2 × 53"
3817,1.09405,"11 × 347"
3818,1.58408,"2 × 23 × 83"
3819,1.42446,"3 × 19 × 67"
3820,2.11099,"2^2 × 5 × 191"
3821,1.00026,"3821"
3822,2.50549,"2 × 3 × 7^2 × 13"
3823,1.00026,"3823"
3824,1.94561,"2^4 × 239"
3825,1.89647,"3^2 × 5^2 × 17"
3826,1.50078,"2 × 1913"
3827,1.03475,"43 × 89"
3828,2.63323,"2^2 × 3 × 11 × 29"
3829,1.14495,"7 × 547"
3830,1.8047,"2 × 5 × 383"
3831,1.33438,"3 × 1277"
3832,1.87891,"2^3 × 479"
3833,1.00026,"3833"
3834,2.25352,"2 × 3^3 × 71"
3835,1.31421,"5 × 13 × 59"
3836,2.0146,"2^2 × 7 × 137"
3837,1.33438,"3 × 1279"
3838,1.59458,"2 × 19 × 101"
3839,1.09403,"11 × 349"
3840,3.19375,"2^8 × 3 × 5"
3841,1.04973,"23 × 167"
3842,1.60229,"2 × 17 × 113"
3843,1.67786,"3^2 × 7 × 61"
3844,1.80827,"2^2 × 31^2"
3845,1.20156,"5 × 769"
3846,2.00312,"2 × 3 × 641"
3847,1.00026,"3847"
3848,2.0738,"2^3 × 13 × 37"
3849,1.33437,"3 × 1283"
3850,2.31896,"2 × 5^2 × 7 × 11"
3851,1.00026,"3851"
3852,2.5514,"2^2 × 3^2 × 107"
3853,1.00026,"3853"
3854,1.56928,"2 × 41 × 47"
3855,1.60623,"3 × 5 × 257"
3856,1.94554,"2^4 × 241"
3857,1.24449,"7 × 19 × 29"
3858,2.00311,"2 × 3 × 643"
3859,1.06349,"17 × 227"
3860,2.11088,"2^2 × 5 × 193"
3861,1.74048,"3^3 × 11 × 13"
3862,1.50078,"2 × 1931"
3863,1.00026,"3863"
3864,2.98137,"2^3 × 3 × 7 × 23"
3865,1.20155,"5 × 773"
3866,1.50078,"2 × 1933"
3867,1.33437,"3 × 1289"
3868,1.75181,"2^2 × 967"
3869,1.03283,"53 × 73"
3870,2.66047,"2 × 3^2 × 5 × 43"
3871,1.17799,"7^2 × 79"
3872,2.164,"2^5 × 11^2"
3873,1.33437,"3 × 1291"
3874,1.62623,"2 × 13 × 149"
3875,1.28826,"5^3 × 31"
3876,2.60062,"2^2 × 3 × 17 × 19"
3877,1.00026,"3877"
3878,1.72047,"2 × 7 × 277"
3879,1.4478,"3^2 × 431"
3880,2.2732,"2^3 × 5 × 97"
3881,1.00026,"3881"
3882,2.00309,"2 × 3 × 647"
3883,1.094,"11 × 353"
3884,1.7518,"2^2 × 971"
3885,1.87799,"3 × 5 × 7 × 37"
3886,1.57488,"2 × 29 × 67"
3887,1.12992,"13^2 × 23"
3888,2.90226,"2^4 × 3^5"
3889,1.00026,"3889"
3890,1.80463,"2 × 5 × 389"
3891,1.33436,"3 × 1297"
3892,2.01439,"2^2 × 7 × 139"
3893,1.06345,"17 × 229"
3894,2.2188,"2 × 3 × 11 × 59"
3895,1.29397,"5 × 19 × 41"
3896,1.87885,"2^3 × 487"
3897,1.44778,"3^2 × 433"
3898,1.50077,"2 × 1949"
3899,1.14491,"7 × 557"
3900,3.1159,"2^2 × 3 × 5^2 × 13"
3901,1.03358,"47 × 83"
3902,1.50077,"2 × 1951"
3903,1.33436,"3 × 1301"
3904,2.01691,"2^6 × 61"
3905,1.32753,"5 × 11 × 71"
3906,2.55607,"2 × 3^2 × 7 × 31"
3907,1.00026,"3907"
3908,1.75179,"2^2 × 977"
3909,1.33436,"3 × 1303"
3910,1.98875,"2 × 5 × 17 × 23"
3911,1.00026,"3911"
3912,2.51534,"2^3 × 3 × 163"
3913,1.25939,"7 × 13 × 43"
3914,1.59428,"2 × 19 × 103"
3915,1.83908,"3^3 × 5 × 29"
3916,1.93054,"2^2 × 11 × 89"
3917,1.00026,"3917"
3918,2.00306,"2 × 3 × 653"
3919,1.00026,"3919"
3920,2.70459,"2^4 × 5 × 7^2"
3921,1.33435,"3 × 1307"
3922,1.56961,"2 × 37 × 53"
3923,1.00025,"3923"
3924,2.55097,"2^2 × 3^2 × 109"
3925,1.2479,"5^2 × 157"
3926,1.62608,"2 × 13 × 151"
3927,1.76012,"3 × 7 × 11 × 17"
3928,1.87882,"2^3 × 491"
3929,1.00025,"3929"
3930,2.41832,"2 × 3 × 5 × 131"
3931,1.00025,"3931"
3932,1.75178,"2^2 × 983"
3933,1.58658,"3^2 × 19 × 23"
3934,1.72039,"2 × 7 × 281"
3935,1.20152,"5 × 787"
3936,2.68902,"2^5 × 3 × 41"
3937,1.04039,"31 × 127"
3938,1.64551,"2 × 11 × 179"
3939,1.45011,"3 × 13 × 101"
3940,2.11066,"2^2 × 5 × 197"
3941,1.14489,"7 × 563"
3942,2.25266,"2 × 3^3 × 73"
3943,1.00025,"3943"
3944,2.05375,"2^3 × 17 × 29"
3945,1.60608,"3 × 5 × 263"
3946,1.50076,"2 × 1973"
3947,1.00025,"3947"
3948,2.7234,"2^2 × 3 × 7 × 47"
3949,1.09395,"11 × 359"
3950,1.88354,"2 × 5^2 × 79"
3951,1.44773,"3^2 × 439"
3952,2.19636,"2^4 × 13 × 19"
3953,1.03213,"59 × 67"
3954,2.00303,"2 × 3 × 659"
3955,1.38357,"5 × 7 × 113"
3956,1.86855,"2^2 × 23 × 43"
3957,1.33434,"3 × 1319"
3958,1.50076,"2 × 1979"
3959,1.03663,"37 × 107"
3960,3.54545,"2^3 × 3^2 × 5 × 11"
3961,1.06337,"17 × 233"
3962,1.72034,"2 × 7 × 283"
3963,1.33434,"3 × 1321"
3964,1.75177,"2^2 × 991"
3965,1.31349,"5 × 13 × 61"
3966,2.00303,"2 × 3 × 661"
3967,1.00025,"3967"
3968,2.05645,"2^7 × 31"
3969,1.73772,"3^4 × 7^2"
3970,1.80453,"2 × 5 × 397"
3971,1.15135,"11 × 19^2"
3972,2.34038,"2^2 × 3 × 331"
3973,1.04203,"29 × 137"
3974,1.50075,"2 × 1987"
3975,1.68453,"3 × 5^2 × 53"
3976,2.17304,"2^3 × 7 × 71"
3977,1.03495,"41 × 97"
3978,2.47059,"2 × 3^2 × 13 × 17"
3979,1.04951,"23 × 173"
3980,2.11055,"2^2 × 5 × 199"
3981,1.33434,"3 × 1327"
3982,1.6454,"2 × 11 × 181"
3983,1.14487,"7 × 569"
3984,2.61446,"2^4 × 3 × 83"
3985,1.20151,"5 × 797"
3986,1.50075,"2 × 1993"
3987,1.44771,"3^2 × 443"
3988,1.75176,"2^2 × 997"
3989,1.00025,"3989"
3990,2.88722,"2 × 3 × 5 × 7 × 19"
3991,1.08043,"13 × 307"
3992,1.87876,"2^3 × 499"
3993,1.46657,"3 × 11^3"
3994,1.50075,"2 × 1997"
3995,1.29762,"5 × 17 × 47"
3996,2.66266,"2^2 × 3^3 × 37"
3997,1.14486,"7 × 571"
3998,1.50075,"2 × 1999"
3999,1.40835,"3 × 31 × 43"
4000,2.457,"2^5 × 5^3"
4001,1.00025,"4001"
4002,2.15892,"2 × 3 × 23 × 29"
4003,1.00025,"4003"
4004,2.34965,"2^2 × 7 × 11 × 13"
4005,1.75281,"3^2 × 5 × 89"
4006,1.50075,"2 × 2003"
4007,1.00025,"4007"
4008,2.51497,"2^3 × 3 × 167"
4009,1.05762,"19 × 211"
4010,1.80449,"2 × 5 × 401"
4011,1.53179,"3 × 7 × 191"
4012,1.88435,"2^2 × 17 × 59"
4013,1.00025,"4013"
4014,2.17638,"2 × 3^2 × 223"
4015,1.32702,"5 × 11 × 73"
4016,1.94522,"2^4 × 251"
4017,1.44984,"3 × 13 × 103"
4018,1.78746,"2 × 7^2 × 41"
4019,1.00025,"4019"
4020,2.84179,"2^2 × 3 × 5 × 67"
4021,1.00025,"4021"
4022,1.50075,"2 × 2011"
4023,1.49142,"3^3 × 149"
4024,1.87873,"2^3 × 503"
4025,1.47876,"5^2 × 7 × 23"
4026,2.21759,"2 × 3 × 11 × 61"
4027,1.00025,"4027"
4028,1.87686,"2^2 × 19 × 53"
4029,1.42964,"3 × 17 × 79"
4030,2.00099,"2 × 5 × 13 × 31"
4031,1.04193,"29 × 139"
4032,3.27579,"2^6 × 3^2 × 7"
4033,1.03645,"37 × 109"
4034,1.50074,"2 × 2017"
4035,1.60595,"3 × 5 × 269"
4036,1.75173,"2^2 × 1009"
4037,1.09388,"11 × 367"
4038,2.00297,"2 × 3 × 673"
4039,1.14484,"7 × 577"
4040,2.27228,"2^3 × 5 × 101"
4041,1.44766,"3^2 × 449"
4042,1.56754,"2 × 43 × 47"
4043,1.08039,"13 × 311"
4044,2.34026,"2^2 × 3 × 337"
4045,1.20148,"5 × 809"
4046,1.82106,"2 × 7 × 17^2"
4047,1.42328,"3 × 19 × 71"
4048,2.20553,"2^4 × 11 × 23"
4049,1.00025,"4049"
4050,2.77852,"2 × 3^4 × 5^2"
4051,1.00025,"4051"
4052,1.75173,"2^2 × 1013"
4053,1.5317,"3 × 7 × 193"
4054,1.50074,"2 × 2027"
4055,1.20148,"5 × 811"
4056,2.7071,"2^3 × 3 × 13^2"
4057,1.00025,"4057"
4058,1.50074,"2 × 2029"
4059,1.61419,"3^2 × 11 × 41"
4060,2.48276,"2^2 × 5 × 7 × 29"
4061,1.04014,"31 × 131"
4062,2.00295,"2 × 3 × 677"
4063,1.06325,"17 × 239"
4064,1.98425,"2^5 × 127"
4065,1.6059,"3 × 5 × 271"
4066,1.5937,"2 × 19 × 107"
4067,1.17728,"7^2 × 83"
4068,2.55015,"2^2 × 3^2 × 113"
4069,1.08036,"13 × 313"
4070,2.01671,"2 × 5 × 11 × 37"
4071,1.41489,"3 × 23 × 59"
4072,1.87868,"2^3 × 509"
4073,1.00025,"4073"
4074,2.30928,"2 × 3 × 7 × 97"
4075,1.24761,"5^2 × 163"
4076,1.75172,"2^2 × 1019"
4077,1.49129,"3^3 × 151"
4078,1.50074,"2 × 2039"
4079,1.00025,"4079"
4080,3.28235,"2^4 × 3 × 5 × 17"
4081,1.27028,"7 × 11 × 53"
4082,1.62567,"2 × 13 × 157"
4083,1.33431,"3 × 1361"
4084,1.75171,"2^2 × 1021"
4085,1.29253,"5 × 19 × 43"
4086,2.17621,"2 × 3^2 × 227"
4087,1.03156,"61 × 67"
4088,2.17221,"2^3 × 7 × 73"
4089,1.40866,"3 × 29 × 47"
4090,1.8044,"2 × 5 × 409"
4091,1.00024,"4091"
4092,2.62757,"2^2 × 3 × 11 × 31"
4093,1.00024,"4093"
4094,1.5828,"2 × 23 × 89"
4095,2.13333,"3^2 × 5 × 7 × 13"
4096,1.99976,"2^12"
4097,1.06322,"17 × 241"
4098,2.00293,"2 × 3 × 683"
4099,1.00024,"4099"
4100,2.22293,"2^2 × 5^2 × 41"
4101,1.33431,"3 × 1367"
4102,1.72014,"2 × 7 × 293"
4103,1.09383,"11 × 373"
4104,2.92398,"2^3 × 3^3 × 19"
4105,1.20146,"5 × 821"
4106,1.50073,"2 × 2053"
4107,1.37034,"3 × 37^2"
4108,1.90847,"2^2 × 13 × 79"
4109,1.1448,"7 × 587"
4110,2.41752,"2 × 3 × 5 × 137"
4111,1.00024,"4111"
4112,1.94504,"2^4 × 257"
4113,1.44761,"3^2 × 457"
4114,1.74575,"2 × 11^2 × 17"
4115,1.20146,"5 × 823"
4116,2.72109,"2^2 × 3 × 7^3"
4117,1.04931,"23 × 179"
4118,1.57358,"2 × 29 × 71"
4119,1.3343,"3 × 1373"
4120,2.27184,"2^3 × 5 × 103"
4121,1.08032,"13 × 317"
4122,2.17613,"2 × 3^2 × 229"
4123,1.24181,"7 × 19 × 31"
4124,1.7517,"2^2 × 1031"
4125,1.81527,"3 × 5^3 × 11"
4126,1.50073,"2 × 2063"
4127,1.00024,"4127"
4128,2.68605,"2^5 × 3 × 43"
4129,1.00024,"4129"
4130,2.09201,"2 × 5 × 7 × 59"
4131,1.58606,"3^5 × 17"
4132,1.75169,"2^2 × 1033"
4133,1.00024,"4133"
4134,2.19448,"2 × 3 × 13 × 53"
4135,1.20145,"5 × 827"
4136,2.08897,"2^3 × 11 × 47"
4137,1.53154,"3 × 7 × 197"
4138,1.50072,"2 × 2069"
4139,1.00024,"4139"
4140,3.16522,"2^2 × 3^2 × 5 × 23"
4141,1.03453,"41 × 101"
4142,1.59343,"2 × 19 × 109"
4143,1.3343,"3 × 1381"
4144,2.27413,"2^4 × 7 × 37"
4145,1.20145,"5 × 829"
4146,2.00289,"2 × 3 × 691"
4147,1.21534,"11 × 13 × 29"
4148,1.88332,"2^2 × 17 × 61"
4149,1.44758,"3^2 × 461"
4150,1.88241,"2 × 5^2 × 83"
4151,1.14478,"7 × 593"
4152,2.51445,"2^3 × 3 × 173"
4153,1.00024,"4153"
4154,1.5715,"2 × 31 × 67"
4155,1.60578,"3 × 5 × 277"
4156,1.75168,"2^2 × 1039"
4157,1.00024,"4157"
4158,2.77056,"2 × 3^3 × 7 × 11"
4159,1.00024,"4159"
4160,2.56442,"2^6 × 5 × 13"
4161,1.42273,"3 × 19 × 73"
4162,1.50072,"2 × 2081"
4163,1.04924,"23 × 181"
4164,2.34006,"2^2 × 3 × 347"
4165,1.47803,"5 × 7^2 × 17"
4166,1.50072,"2 × 2083"
4167,1.44756,"3^2 × 463"
4168,1.8786,"2^3 × 521"
4169,1.09379,"11 × 379"
4170,2.41727,"2 × 3 × 5 × 139"
4171,1.0338,"43 × 97"
4172,2.01342,"2^2 × 7 × 149"
4173,1.44932,"3 × 13 × 107"
4174,1.50072,"2 × 2087"
4175,1.24743,"5^2 × 167"
4176,2.89511,"2^4 × 3^2 × 29"
4177,1.00024,"4177"
4178,1.50072,"2 × 2089"
4179,1.53147,"3 × 7 × 199"
4180,2.41148,"2^2 × 5 × 11 × 19"
4181,1.03612,"37 × 113"
4182,2.1693,"2 × 3 × 17 × 41"
4183,1.03275,"47 × 89"
4184,1.87859,"2^3 × 523"
4185,1.83513,"3^3 × 5 × 31"
4186,1.92642,"2 × 7 × 13 × 23"
4187,1.03176,"53 × 79"
4188,2.34002,"2^2 × 3 × 349"
4189,1.03127,"59 × 71"
4190,1.8043,"2 × 5 × 419"
4191,1.466,"3 × 11 × 127"
4192,1.98378,"2^5 × 131"
4193,1.14477,"7 × 599"
4194,2.17597,"2 × 3^2 × 233"
4195,1.20143,"5 × 839"
4196,1.75167,"2^2 × 1049"
4197,1.33429,"3 × 1399"
4198,1.50071,"2 × 2099"
4199,1.20029,"13 × 17 × 19"
4200,3.54286,"2^3 × 3 × 5^2 × 7"
4201,1.00024,"4201"
4202,1.64493,"2 × 11 × 191"
4203,1.44754,"3^2 × 467"
4204,1.75167,"2^2 × 1051"
4205,1.24281,"5 × 29^2"
4206,2.00285,"2 × 3 × 701"
4207,1.14476,"7 × 601"
4208,1.94487,"2^4 × 263"
4209,1.41411,"3 × 23 × 61"
4210,1.80428,"2 × 5 × 421"
4211,1.00024,"4211"
4212,2.81529,"2^2 × 3^4 × 13"
4213,1.09376,"11 × 383"
4214,1.78548,"2 × 7^2 × 43"
4215,1.60569,"3 × 5 × 281"
4216,2.04934,"2^3 × 17 × 31"
4217,1.00024,"4217"
4218,2.16216,"2 × 3 × 19 × 37"
4219,1.00024,"4219"
4220,2.10995,"2^2 × 5 × 211"
4221,1.67543,"3^2 × 7 × 67"
4222,1.50071,"2 × 2111"
4223,1.03434,"41 × 103"
4224,2.89773,"2^7 × 3 × 11"
4225,1.34272,"5^2 × 13^2"
4226,1.50071,"2 × 2113"
4227,1.33428,"3 × 1409"
4228,2.01325,"2^2 × 7 × 151"
4229,1.00024,"4229"
4230,2.65532,"2 × 3^2 × 5 × 47"
4231,1.00024,"4231"
4232,1.96007,"2^3 × 23^2"
4233,1.42877,"3 × 17 × 83"
4234,1.57298,"2 × 29 × 73"
4235,1.50744,"5 × 7 × 11^2"
4236,2.33994,"2^2 × 3 × 353"
4237,1.05735,"19 × 223"
4238,1.62529,"2 × 13 × 163"
4239,1.49092,"3^3 × 157"
4240,2.36887,"2^4 × 5 × 53"
4241,1.00024,"4241"
4242,2.30835,"2 × 3 × 7 × 101"
4243,1.00024,"4243"
4244,1.75165,"2^2 × 1061"
4245,1.60565,"3 × 5 × 283"
4246,1.64484,"2 × 11 × 193"
4247,1.03979,"31 × 137"
4248,2.75424,"2^3 × 3^2 × 59"
4249,1.14474,"7 × 607"
4250,1.98212,"2 × 5^3 × 17"
4251,1.44907,"3 × 13 × 109"
4252,1.75165,"2^2 × 1063"
4253,1.00024,"4253"
4254,2.00282,"2 × 3 × 709"
4255,1.28602,"5 × 23 × 37"
4256,2.36842,"2^5 × 7 × 19"
4257,1.6124,"3^2 × 11 × 43"
4258,1.5007,"2 × 2129"
4259,1.00023,"4259"
4260,2.83944,"2^2 × 3 × 5 × 71"
4261,1.00023,"4261"
4262,1.5007,"2 × 2131"
4263,1.6045,"3 × 7^2 × 29"
4264,2.06848,"2^3 × 13 × 41"
4265,1.20141,"5 × 853"
4266,2.25035,"2 × 3^3 × 79"
4267,1.06304,"17 × 251"
4268,1.92877,"2^2 × 11 × 97"
4269,1.33427,"3 × 1423"
4270,2.09087,"2 × 5 × 7 × 61"
4271,1.00023,"4271"
4272,2.61236,"2^4 × 3 × 89"
4273,1.00023,"4273"
4274,1.5007,"2 × 2137"
4275,1.88538,"3^2 × 5^2 × 19"
4276,1.75164,"2^2 × 1069"
4277,1.25696,"7 × 13 × 47"
4278,2.15428,"2 × 3 × 23 × 31"
4279,1.09371,"11 × 389"
4280,2.27103,"2^3 × 5 × 107"
4281,1.33427,"3 × 1427"
4282,1.5007,"2 × 2141"
4283,1.00023,"4283"
4284,3.05882,"2^2 × 3^2 × 7 × 17"
4285,1.2014,"5 × 857"
4286,1.5007,"2 × 2143"
4287,1.33427,"3 × 1429"
4288,2.01399,"2^6 × 67"
4289,1.00023,"4289"
4290,2.81958,"2 × 3 × 5 × 11 × 13"
4291,1.14472,"7 × 613"
4292,1.85927,"2^2 × 29 × 37"
4293,1.52201,"3^4 × 53"
4294,1.59292,"2 × 19 × 113"
4295,1.2014,"5 × 859"
4296,2.51397,"2^3 × 3 × 179"
4297,1.00023,"4297"
4298,1.71987,"2 × 7 × 307"
4299,1.33426,"3 × 1433"
4300,2.22047,"2^2 × 5^2 × 43"
4301,1.2053,"11 × 17 × 23"
4302,2.17573,"2 × 3^2 × 239"
4303,1.08018,"13 × 331"
4304,1.9447,"2^4 × 269"
4305,1.87317,"3 × 5 × 7 × 41"
4306,1.5007,"2 × 2153"
4307,1.03088,"59 × 73"
4308,2.33983,"2^2 × 3 × 359"
